s39,s40,s41,v92,v93,v94,v95,v96,v97,v98,v99,oh53,oh54,oh55,oh56,oh57,v100,v101,v102,v103,v104,v105,v106,v107,oh58,oh59,oh60,oh61,oh62
0.45166,0.37537,0.18006,0.01049,0.03348,0.19638,0.25981,0.01458,0.11873,0.35236,0.15781,0.02563,0.01038,0.29297,0.05005,-0.29724,0.05247,0.20139,0.24134,0.08351,0.15393,0.34981,0.12141,0.01349,-0.16907,-0.24536,0.10193,-0.14648,-0.48401
0.7666,0.625,0.56763,0.0126,0.05614,0.19638,0.20465,0.02878,0.17064,0.31337,0.10948,0.36132,0.37964,0.66223,0.31311,0.13733,0.00503,0.17048,0.23116,0.05,0.09516,0.3192,0.19152,0.03097,0.23621,0.24353,0.57617,0.18433,0.04151
0.48706,0.35828,0.30396,0.00503,0.04429,0.13445,0.2294,0.0357,0.12022,0.27767,0.13633,0.2893,0.28198,0.47546,0.2295,0.01037,0.04785,0.20344,0.18621,0.00413,0.15184,0.3039,0.12857,0.03862,0.07263,0.00305,0.271,0.00794,-0.23803
0.49744,0.3772,0.25574,0.00546,0.03914,0.16924,0.25209,0.02295,0.1417,0.32358,0.142,0.19836,0.2063,0.44983,0.15992,-0.09217,0.02099,0.23177,0.18578,0.01289,0.14915,0.32358,0.12321,0.00911,0.03235,0.00183,0.26917,0.01709,-0.27282
0.60425,0.49499,0.42603,0.04911,0.01391,0.18493,0.27579,0.03279,0.12201,0.35382,0.1945,0.38208,0.31067,0.57678,0.32715,-0.01587,0.03316,0.20138,0.19087,0.00773,0.14021,0.30645,0.13871,0.03425,0.177,0.12878,0.40344,0.11963,-0.10986
0.47486,0.40222,0.19654,0.00378,0.07778,0.14081,0.29693,0.05831,0.05399,0.33087,0.16914,0.13,0.1355,0.33813,0.22767,-0.21607,0.01008,0.22354,0.22141,0.02836,0.13663,0.34836,0.13931,0.0113,-0.06775,-0.0824,0.23621,-0.04882,-0.34729
0.4126,0.35522,0.13611,0.02519,0.11949,0.15015,0.34487,0.10641,0.03639,0.37277,0.18167,0.07751,0.11414,0.3302,0.25574,-0.29419,0.05751,0.22302,0.21589,0.0964,0.17004,0.34325,0.09606,0.01822,-0.1001,-0.18372,0.12695,-0.06958,-0.448
0.40466,0.354,0.141,0.04113,0.10765,0.12088,0.31858,0.04045,0.02267,0.32904,0.21359,0.11535,0.05554,0.22949,0.18311,-0.32166,0.08312,0.2359,0.23668,0.07063,0.19569,0.37022,0.12559,0.02223,-0.10315,-0.224,0.11658,-0.14038,-0.50354
0.54321,0.4187,0.3888,0.02267,0.04894,0.13573,0.2794,0.01494,0.06712,0.3141,0.1778,0.31738,0.28442,0.47973,0.34241,-0.04639,0.01931,0.16276,0.19044,0.03041,0.10799,0.27876,0.15154,0.03826,0.16846,0.14038,0.41443,0.10437,-0.05249
0.21301,0.18982,0.30457,0.00923,0.02626,0.15482,0.25672,0.02659,0.1241,0.31447,0.15512,0.25695,0.24353,0.46631,0.21241,-0.06043,0.01721,0.19006,0.19723,0.00103,0.12231,0.3039,0.13931,0.01567,0.03601,0.01099,0.2948,0.00977,-0.21423
0.73792,0.59387,0.47913,0.00378,0.04532,0.19213,0.21858,0.02878,0.16138,0.31957,0.1238,0.30212,0.30762,0.5841,0.25391,0.04882,0.02645,0.15451,0.19299,0.017,0.10829,0.27511,0.14557,0.03498,0.16602,0.12756,0.40527,0.10743,-0.05554
0.72815,0.58715,0.40161,0.05206,0.02111,0.21887,0.21032,0.06013,0.16616,0.3367,0.1587,0.24292,0.16723,0.48218,0.14221,-0.08179,0.0256,0.14165,0.23964,0.0201,0.10023,0.30609,0.15691,0.00801,0.04455,0.00733,0.35217,0.03113,-0.16053
0.77881,0.65735,0.35462,0.04408,0.05563,0.2036,0.19949,0.00109,0.11098,0.31593,0.14677,0.16357,0.09948,0.39246,0.1654,-0.13672,0.0319,0.11538,0.2091,0.08248,0.08949,0.26127,0.09934,0.03061,-0.03968,-0.08606,0.21484,0.0116,-0.22278
0.65429,0.50964,0.24109,0.02099,0.0103,0.18578,0.25517,0.01093,0.1247,0.33998,0.16258,0.22644,0.19592,0.46326,0.20813,-0.1062,0.02981,0.22251,0.23753,0.11754,0.10769,0.36147,0.09904,0.10896,-0.0055,0.03784,0.37964,0.17701,-0.22583
0.75256,0.625,0.30762,0.02225,0.0273,0.16585,0.22888,0.03863,0.13246,0.30427,0.14826,0.21667,0.18432,0.42298,0.15197,-0.08667,0.02518,0.16895,0.22522,0.0366,0.11575,0.31301,0.13722,0.00401,0.04333,0.00672,0.33081,0.05005,-0.19349
5.09155,5.2771,0.40833,0.01008,0.07262,0.16075,0.32786,0.06013,0.071,0.36986,0.18257,0.38513,0.39978,0.6311,0.48584,0.01159,0.02057,0.2122,0.19129,0.01289,0.13752,0.31447,0.12708,0.00875,0.20386,0.17395,0.44922,0.18921,-0.07751
5.09155,5.2771,0.40955,0.02561,0.02781,0.18833,0.21651,0.0419,0.14856,0.31484,0.14349,0.27099,0.23376,0.50476,0.20081,-0.02259,0.0806,0.23383,0.15482,0.04227,0.19271,0.29843,0.08442,0.04008,0.19043,0.07324,0.29602,0.12329,-0.20385
0.64331,0.6189,0.27222,0.01091,0.00103,0.16965,0.2691,0.00874,0.11872,0.33596,0.16348,0.25207,0.23621,0.48034,0.23743,-0.0824,0.03988,0.24311,0.13828,0.04124,0.16914,0.29078,0.07339,0.00547,0.15015,0.09216,0.29114,0.14099,-0.19592
5.09155,5.2771,0.42542,0.02644,0.02317,0.17942,0.23301,0.03935,0.13961,0.31884,0.15363,0.2893,0.25085,0.50903,0.22339,-0.02503,0.08479,0.20241,0.16924,0.00052,0.17749,0.28859,0.11872,0.07324,0.23193,0.10864,0.35217,0.10926,-0.13122
5.09155,5.2771,0.4004,0.00587,0.03296,0.17136,0.23404,0.02842,0.13961,0.31264,0.13961,0.307,0.29846,0.54504,0.2594,0.02136,0.02644,0.22096,0.17475,0.00773,0.14677,0.30645,0.12738,0.02842,0.22888,0.19043,0.4419,0.18128,-0.07141
5.09155,5.2771,0.37598,0.00965,0.01803,0.18323,0.25209,0.02113,0.13931,0.33561,0.15274,0.2539,0.23987,0.50354,0.21851,-0.0586,0.03442,0.21787,0.15015,0.00206,0.15065,0.28313,0.10679,0.03134,0.20264,0.15259,0.36865,0.15015,-0.10559
5.09155,5.2771,0.38819,0.02939,0.06798,0.18874,0.20827,0.02259,0.17212,0.30937,0.09964,0.23376,0.27649,0.54809,0.19593,0.0299,0.03442,0.24156,0.151,0.00361,0.16437,0.30062,0.10829,0.03243,0.27893,0.22888,0.44617,0.22461,-0.05737
0.69824,0.65613,0.38819,0.00756,0.00566,0.18874,0.24435,0.00256,0.13603,0.33487,0.13603,0.24536,0.25635,0.52795,0.24964,-0.03296,0.02897,0.2328,0.18451,0.0067,0.15542,0.32321,0.13365,0.02988,0.16968,0.12756,0.39307,0.11963,-0.14831
0.66101,0.61829,0.39368,0.0277,0.04532,0.1493,0.23095,0.00801,0.13125,0.29151,0.11396,0.27771,0.31799,0.53283,0.26429,0.04455,0.01596,0.20293,0.19384,0.02938,0.12887,0.31009,0.15333,0.03461,0.16602,0.14282,0.42175,0.10804,-0.09765
0.61096,0.59509,0.32227,0.06843,0.08035,0.20062,0.33456,0.11624,0.09456,0.40884,0.14498,0.24292,0.34241,0.6311,0.43763,-0.05371,0.02813,0.2086,0.18833,0.01753,0.14081,0.30937,0.12231,0.01202,0.09644,0.05554,0.32654,0.0763,-0.19165
0.55542,0.55603,0.23926,0.00294,0.00927,0.23879,0.22734,0.00401,0.16258,0.36584,0.13365,0.05249,0.04822,0.39184,0.05921,-0.22095,0.00503,0.27196,0.22437,0.04485,0.16109,0.38516,0.13185,0.02733,-0.03418,-0.0415,0.28137,0.0116,-0.36377
0.6842,0.6427,0.37537,0.02686,0.03192,0.16203,0.2397,0.0459,0.13245,0.30864,0.15781,0.32348,0.28442,0.51758,0.24659,0.00061,0.08312,0.19727,0.14633,0.00103,0.17332,0.26527,0.10351,0.07288,0.18494,0.06409,0.27466,0.06287,-0.16967
0.63781,0.6134,0.36805,0.02393,0.0819,0.14973,0.28404,0.03717,0.05787,0.32941,0.18137,0.23193,0.19714,0.4126,0.29419,-0.13916,0.04702,0.20396,0.17051,0.01341,0.15154,0.29078,0.11217,0.03133,0.16113,0.09277,0.33814,0.10865,-0.14892
0.62256,0.59937,0.224,0.0382,0.06542,0.11197,0.32064,0.01312,0.04087,0.32285,0.2127,0.24841,0.19287,0.354,0.27039,-0.18677,0.04366,0.24208,0.15906,0.01496,0.17123,0.30791,0.10322,0.02733,0.15991,0.09643,0.32532,0.11414,-0.19043
0.63598,0.60547,0.28199,0.04618,0.06542,0.18196,0.29848,0.08636,0.09009,0.36731,0.13991,0.19653,0.26367,0.52551,0.34119,-0.08973,0.02477,0.24619,0.20063,0.05929,0.12499,0.34653,0.10679,0.06341,0.0769,0.11291,0.40161,0.18311,-0.17883
0.61035,0.58044,0.29175,0.01133,0.00102,0.17518,0.24899,0.01056,0.1238,0.3265,0.15214,0.22888,0.2124,0.46448,0.21119,-0.0824,0.04618,0.24259,0.16627,0.02578,0.17332,0.31447,0.10202,0.02186,0.15564,0.0885,0.32776,0.11902,-0.19897
0.58654,0.57068,0.3711,0.04197,0.06284,0.13488,0.29383,0.00802,0.05847,0.32358,0.19987,0.32775,0.26672,0.46081,0.34119,-0.08118,0.0277,0.23641,0.18705,0.03815,0.15661,0.32795,0.10948,0.00292,0.12024,0.07996,0.34912,0.12513,-0.20019
0.59692,0.57434,0.2417,0.0529,0.07005,0.16414,0.32838,0.09547,0.07487,0.37313,0.15244,0.23254,0.30945,0.54565,0.39246,-0.07935,0.05079,0.23744,0.1739,0.06443,0.17362,0.31738,0.08502,0.00146,0.08545,0.0116,0.26184,0.08789,-0.26977
0.62866,0.6012,0.29603,0.06926,0.05511,0.26467,0.28301,0.09912,0.15423,0.42743,0.11455,0.1123,0.21301,0.59387,0.27832,-0.12207,0.03316,0.22921,0.20232,0.03712,0.15632,0.33597,0.12082,0.00255,0.04578,-0.00244,0.2887,0.04151,-0.27405
0.5719,0.55847,0.26551,0.0277,0.00979,0.18153,0.23508,0.03097,0.13334,0.32212,0.15572,0.19104,0.15076,0.41198,0.13916,-0.12757,0.07682,0.20654,0.18238,0.02114,0.17421,0.30281,0.11604,0.05174,0.07263,-0.03906,0.22339,-0.01403,-0.28381
0.55664,0.55969,0.28626,0.00336,0.01133,0.20571,0.25569,0.0051,0.15125,0.35747,0.14558,0.13183,0.13672,0.43274,0.12329,-0.16602,0.03862,0.21376,0.18493,0.01856,0.15125,0.3101,0.11933,0.02041,0.01587,-0.04028,0.22583,-0.01831,-0.29358
0.53283,0.53894,0.20997,0.00461,0.01235,0.16881,0.25878,0.00473,0.12588,0.32795,0.14648,0.08667,0.09338,0.3363,0.07874,-0.21302,0.05248,0.21066,0.2053,0.0263,0.1593,0.3254,0.12917,0.02696,-0.0354,-0.1117,0.18372,-0.08056,-0.36133
0.58777,0.57373,0.24781,0.00042,0.00773,0.19256,0.25156,0.0051,0.13096,0.34325,0.14587,0.0885,0.08789,0.36499,0.09705,-0.20996,0.03904,0.21427,0.19638,0.00206,0.15184,0.3203,0.13693,0.03243,0.03296,-0.0238,0.25879,-0.02136,-0.27771
0.53222,0.54077,0.13855,0.01889,0.02009,0.18111,0.28198,0.00218,0.11574,0.35492,0.1766,0.06103,0.03357,0.29419,0.05738,-0.3003,0.01805,0.24466,0.16839,0.00258,0.15453,0.31775,0.11694,0.01384,-0.05066,-0.0769,0.16541,-0.07385,-0.36682
0.64819,0.61646,0.42969,0.02981,0.04121,0.19426,0.24383,0.00328,0.16049,0.33925,0.11992,0.25024,0.29358,0.57312,0.24475,0.00488,0.00923,0.19159,0.21844,0.00568,0.10441,0.32321,0.15035,0.01202,0.08179,0.09521,0.40955,0.10193,-0.13183
0.64819,0.61279,0.37659,0.01427,0.00207,0.1968,0.25362,0.01093,0.13722,0.34835,0.15691,0.25329,0.23254,0.51574,0.23499,-0.06775,0.03358,0.19005,0.19681,0.01752,0.13394,0.30353,0.14856,0.04153,0.14343,0.0946,0.37781,0.07386,-0.13061
0.76721,0.7312,0.44983,0.01301,0.03192,0.20359,0.23146,0.01129,0.16168,0.33852,0.1247,0.26489,0.28381,0.57678,0.24598,0.00976,0.02644,0.22508,0.18493,0.0165,0.14915,0.31811,0.12052,0.01129,0.18005,0.1416,0.40772,0.16114,-0.12512
0.75439,0.70007,0.49073,0.02056,0.0242,0.19765,0.21548,0.03497,0.15303,0.32212,0.13931,0.27709,0.24719,0.53161,0.21851,-0.00794,0.02057,0.20294,0.28079,0.01649,0.10292,0.38479,0.20703,0.0062,0.12146,0.15137,0.55542,0.13184,-0.08911
0.65551,0.62622,0.40162,0.02561,0.07726,0.20571,0.26549,0.07689,0.09993,0.36439,0.13543,0.21667,0.25391,0.54992,0.34546,-0.06043,0.04953,0.2086,0.23498,0.02063,0.08562,0.34945,0.15333,0.05758,0.08545,0.15747,0.49561,0.18189,-0.08972
0.74768,0.69458,0.47852,0.00294,0.03348,0.18577,0.22219,0.02113,0.15005,0.31666,0.12649,0.33447,0.33875,0.60608,0.29908,0.07568,0.00798,0.20397,0.19511,0.01959,0.11246,0.31192,0.14856,0.00692,0.18982,0.20142,0.48218,0.17823,-0.04028
0.71167,0.65857,0.35889,0.01763,0.03142,0.15227,0.25259,0.03753,0.12529,0.30937,0.1587,0.307,0.28137,0.50049,0.24414,-0.0177,0.01889,0.20293,0.21674,0.02474,0.13096,0.32977,0.16675,0.03389,0.15564,0.12817,0.44006,0.09888,-0.1123
0.72448,0.66528,0.35157,0.00587,0.03451,0.1599,0.25157,0.02951,0.13245,0.3152,0.14976,0.29724,0.2887,0.5188,0.24781,-0.00916,0.05919,0.2328,0.18281,0.033,0.09277,0.32175,0.10948,0.0747,0.12634,0.2124,0.47546,0.25147,-0.06347
0.73364,0.69031,0.42725,0.00378,0.02215,0.09968,0.31651,0.01239,0.05728,0.30937,0.18585,0.4132,0.40771,0.55115,0.43396,0.03296,0.01805,0.2086,0.17518,0.02835,0.13365,0.29807,0.13961,0.03571,0.21729,0.19104,0.44312,0.15747,-0.05615
0.71594,0.66833,0.44922,0.01972,0.00721,0.16669,0.25981,0.02222,0.12141,0.32686,0.16437,0.33996,0.31128,0.55115,0.30274,0.00366,0.00294,0.21014,0.25662,0.00927,0.11962,0.36913,0.18585,0.00401,0.14038,0.14465,0.51392,0.13367,-0.10437
0.6958,0.64819,0.4126,0.00714,0.03244,0.19214,0.22682,0.01675,0.15392,0.3254,0.12618,0.29052,0.3009,0.57739,0.26246,0.03235,0.01218,0.20653,0.16967,0.01135,0.12827,0.29187,0.11276,0.00255,0.13123,0.11352,0.35767,0.12696,-0.13122
0.68908,0.64758,0.36805,0.00252,0.03914,0.16457,0.23352,0.02987,0.13841,0.30645,0.13693,0.29846,0.2948,0.53161,0.24842,0.01831,0.02393,0.1813,0.2019,0.03247,0.12201,0.30171,0.16079,0.04373,0.1239,0.08911,0.37964,0.05066,-0.12573
0.73669,0.69519,0.35035,0.03694,0.05048,0.16372,0.24847,0.00365,0.08591,0.31629,0.17004,0.30456,0.25085,0.48645,0.31067,-0.04334,0.07178,0.22045,0.15482,0.03506,0.17869,0.28896,0.0886,0.03753,0.21057,0.1062,0.32898,0.14771,-0.15503
0.78613,0.72693,0.35706,0.021,0.051,0.18493,0.26858,0.0543,0.10053,0.34872,0.1405,0.27709,0.30762,0.57373,0.36805,-0.01038,0.00084,0.22765,0.17984,0.02578,0.13126,0.31556,0.11157,0.01895,0.20935,0.21057,0.46936,0.24109,-0.0592
0.79651,0.74402,0.48951,0.0235,0.01803,0.14548,0.2294,0.03315,0.11276,0.28714,0.14945,0.41137,0.3772,0.58655,0.35584,0.10559,0.03904,0.24671,0.12682,0.04021,0.17063,0.28349,0.06593,0.00546,0.32043,0.26367,0.44617,0.31128,-0.02868
0.76172,0.7019,0.43702,0.0508,0.02781,0.19808,0.29436,0.06377,0.1232,0.37824,0.13424,0.3009,0.37476,0.65979,0.40772,0.02624,0.03316,0.19366,0.18154,0.04639,0.13573,0.29297,0.15453,0.06158,0.24353,0.19531,0.45654,0.14038,-0.03418
0.2716,0.26978,0.06592,0.02056,0.03966,0.21461,0.25518,0.01021,0.12797,0.36475,0.16228,-0.06104,-0.09094,0.21789,-0.04394,-0.39307,0.03736,0.24208,0.24812,0.08764,0.16676,0.38443,0.1238,0.02952,-0.21301,-0.26733,0.08972,-0.16357,-0.5542
0.6195,0.50171,0.4303,0.03652,0.02523,0.15524,0.24744,0.04955,0.1238,0.30827,0.16914,0.37414,0.32104,0.54443,0.29114,0.02807,0.03568,0.21375,0.16584,0.01031,0.14915,0.2937,0.11067,0.02368,0.29724,0.24536,0.48401,0.25757,-0.00793
0.56213,0.46509,0.37232,0.01217,0.01494,0.17559,0.22785,0.02113,0.13215,0.31192,0.14051,0.24353,0.22583,0.47851,0.20813,-0.04395,0.04534,0.24516,0.17179,0.08403,0.17421,0.32103,0.07219,0.02004,0.17639,0.11047,0.35767,0.20996,-0.18005
0.30639,0.27527,0.07142,0.02225,0.06799,0.21081,0.26291,0.02879,0.10889,0.36694,0.16795,-0.08118,-0.11353,0.18982,-0.03296,-0.42481,0.06801,0.23023,0.21462,0.0629,0.18167,0.34726,0.11455,0.01457,-0.17273,-0.27161,0.03723,-0.19714,-0.54443
0.21789,0.23071,-0.04455,0.04407,0.11126,0.21886,0.2691,0.04045,0.08949,0.37824,0.18704,-0.21851,-0.28259,0.03235,-0.15075,-0.6012,0.08942,0.28174,0.23753,0.13403,0.22672,0.40338,0.0895,0.01712,-0.30334,-0.43335,-0.09155,-0.27466,-0.76721
0.52734,0.44922,0.34729,0.01386,0.05872,0.1722,0.26033,0.05357,0.08711,0.33196,0.1408,0.25329,0.27344,0.52124,0.34302,-0.03479,0.00084,0.24208,0.19469,0.02579,0.13961,0.33852,0.12201,0.01896,0.11108,0.1123,0.39246,0.14283,-0.17456
0.57739,0.47668,0.37293,0.0235,0.04275,0.18026,0.23765,0.05064,0.15154,0.32285,0.15423,0.29052,0.25635,0.51574,0.20569,-0.02503,0.02435,0.28277,0.13785,0.06444,0.18108,0.31847,0.05966,0.02442,0.20752,0.17212,0.37048,0.24842,-0.16296
0.50903,0.44373,0.30762,0.01217,0.02266,0.19299,0.22476,0.00546,0.14886,0.32467,0.12142,0.15625,0.17395,0.45166,0.1471,-0.09217,0.05583,0.2086,0.22183,0.01907,0.16049,0.33815,0.14498,0.03499,0.00916,-0.07202,0.24719,-0.04944,-0.31921
0.46508,0.39368,0.30091,0.01007,0.02266,0.18069,0.23043,0.02477,0.14021,0.31811,0.1405,0.20446,0.18982,0.44983,0.16297,-0.08301,0.04827,0.19778,0.23074,0.03145,0.14886,0.33816,0.14409,0.01967,-0.0116,-0.08179,0.25025,-0.04455,-0.31616
0.70129,0.65979,0.3772,0.02309,0.01958,0.19638,0.23868,0.03389,0.12678,0.33743,0.12172,0.20935,0.24292,0.52551,0.26612,-0.03968,0.00126,0.25804,0.18621,0.0397,0.14856,0.34253,0.10799,0.02915,0.16052,0.16235,0.4303,0.20935,-0.14343
0.77392,0.73547,0.365,0.02098,0.02472,0.17984,0.23352,0.0357,0.1408,0.31957,0.15005,0.25878,0.22827,0.48706,0.19898,-0.04822,0.06884,0.19108,0.18917,0.01289,0.15959,0.2977,0.12559,0.05065,0.15747,0.05737,0.32959,0.07263,-0.16906
0.74707,0.70923,0.4535,0.02226,0.04481,0.17687,0.22013,0.01238,0.15035,0.30755,0.11157,0.27709,0.30945,0.56396,0.25635,0.04882,0.04408,0.18593,0.18917,0.00258,0.13901,0.29406,0.13155,0.03644,0.14343,0.07934,0.35156,0.0824,-0.14099
0.78247,0.74158,0.44312,0.0084,0.0067,0.23116,0.22889,0.00255,0.1587,0.36038,0.13842,0.24475,0.23254,0.56518,0.24048,-0.03846,0.03484,0.22405,0.25195,0.00568,0.105,0.37496,0.17391,0.03426,0.08606,0.13672,0.49927,0.14344,-0.12878
0.76721,0.71594,0.45838,0.01175,0.02524,0.19341,0.24332,0.02805,0.15065,0.33815,0.14915,0.30578,0.2887,0.56701,0.25879,0.00061,0.02645,0.19778,0.19469,0.03505,0.13335,0.30718,0.15721,0.04774,0.18616,0.1477,0.42786,0.1062,-0.08667
0.7019,0.68542,0.30762,0.01007,0.00566,0.15948,0.24074,0.00473,0.10889,0.30718,0.14647,0.23437,0.21973,0.44922,0.22644,-0.06531,0.01469,0.24929,0.13742,0.06599,0.15482,0.29442,0.05847,0.03389,0.17578,0.15442,0.35217,0.23255,-0.14099
0.73608,0.70557,0.39856,0.00462,0.04636,0.14464,0.29229,0.03681,0.07487,0.33087,0.16586,0.33996,0.34668,0.55481,0.40162,0.00061,0.03065,0.21993,0.17178,0.01289,0.14916,0.30317,0.11336,0.01749,0.20264,0.15808,0.40527,0.17334,-0.10254
0.75805,0.71411,0.35828,0.02477,0.04018,0.15735,0.27167,0.04993,0.0874,0.32722,0.13961,0.30395,0.33997,0.5664,0.38758,0.01831,0.05835,0.24775,0.17771,0.07166,0.18496,0.32795,0.08352,0.0,0.19959,0.11475,0.37048,0.19959,-0.17883
0.7312,0.69763,0.41749,0.0021,0.03399,0.19172,0.22579,0.02587,0.15453,0.32431,0.13216,0.26428,0.26123,0.53711,0.22095,-0.00611,0.06171,0.19727,0.1896,0.00567,0.1581,0.30244,0.13663,0.05757,0.13855,0.04883,0.32166,0.04212,-0.18493
0.7489,0.72693,0.43335,0.01553,0.04841,0.18408,0.20053,0.04773,0.15751,0.29989,0.12708,0.29846,0.27588,0.54077,0.21851,0.03845,0.03149,0.23126,0.18111,0.02217,0.15631,0.3192,0.11455,0.01166,0.18494,0.13916,0.39978,0.16541,-0.13488
0.7489,0.71411,0.42786,0.01385,0.05768,0.1722,0.25621,0.02878,0.15452,0.32904,0.13842,0.31311,0.33325,0.58105,0.2649,0.0299,0.03316,0.2189,0.19893,0.01083,0.15035,0.32577,0.13365,0.02113,0.16907,0.12085,0.40711,0.13367,-0.13855
0.73608,0.70679,0.36805,0.02896,0.01699,0.18621,0.23919,0.03716,0.1408,0.32904,0.159,0.25695,0.21484,0.48279,0.19471,-0.06836,0.07976,0.26062,0.16627,0.09022,0.20762,0.32722,0.06473,0.00546,0.22949,0.11352,0.35278,0.22034,-0.19531
0.69885,0.67078,0.40955,0.01175,0.02163,0.17517,0.25878,0.0255,0.13573,0.33341,0.15811,0.26184,0.24475,0.49682,0.21912,-0.06165,0.05793,0.22045,0.20317,0.01082,0.16885,0.3305,0.14915,0.05793,0.17456,0.09033,0.38269,0.07752,-0.1709
0.75134,0.70313,0.42786,0.00252,0.03811,0.21165,0.22682,0.02477,0.17093,0.34216,0.12947,0.307,0.31067,0.61523,0.26551,0.04211,0.01133,0.22714,0.20486,0.0134,0.13961,0.33669,0.15184,0.01931,0.16235,0.14587,0.44067,0.13001,-0.12329
0.73669,0.70068,0.37476,0.01091,0.0309,0.18535,0.22631,0.03133,0.14826,0.31921,0.13871,0.25878,0.24292,0.50964,0.2063,-0.02503,0.04072,0.19624,0.20104,0.01237,0.14259,0.31155,0.13424,0.0266,0.12329,0.06409,0.35339,0.07874,-0.16845
0.70495,0.67993,0.34974,0.00839,0.01236,0.18747,0.22063,0.01603,0.13901,0.31701,0.13364,0.21911,0.20691,0.47668,0.19226,-0.05432,0.02099,0.18387,0.20911,0.00516,0.12141,0.30973,0.14409,0.01457,0.07202,0.0415,0.34241,0.04761,-0.17639
0.67077,0.64697,0.27833,0.01721,0.0139,0.19214,0.25878,0.00511,0.14319,0.34799,0.13752,0.15014,0.17517,0.45166,0.1587,-0.13123,0.04282,0.23744,0.1773,0.01134,0.16795,0.3203,0.11813,0.02915,0.06348,0.00122,0.25635,0.01465,-0.28015
0.6842,0.64575,0.37171,0.01427,0.03605,0.17687,0.23816,0.03789,0.14528,0.3203,0.14796,0.25085,0.2301,0.48462,0.18738,-0.05188,0.00546,0.19984,0.20784,0.03042,0.11962,0.31993,0.12857,0.01676,0.08179,0.07385,0.37293,0.10987,-0.16296
0.61767,0.60059,0.34302,0.01553,0.01648,0.19087,0.24074,0.02514,0.14379,0.33415,0.15035,0.21423,0.19165,0.46631,0.17212,-0.09339,0.04449,0.21736,0.19553,0.00876,0.15751,0.32176,0.13245,0.03243,0.09216,0.02747,0.30884,0.03784,-0.2301
0.61767,0.5896,0.29175,0.01847,0.02833,0.20274,0.25003,0.03607,0.159,0.35091,0.15781,0.19226,0.16541,0.45715,0.13184,-0.13062,0.0021,0.25598,0.19129,0.05207,0.14975,0.34544,0.10441,0.03499,0.05371,0.05066,0.32593,0.11231,-0.25268
0.76843,0.70923,0.44434,0.00462,0.05202,0.16966,0.21703,0.03279,0.14945,0.29916,0.12231,0.33874,0.34546,0.5896,0.28382,0.0885,0.03988,0.17358,0.19468,0.02268,0.12887,0.29005,0.15005,0.05064,0.21301,0.15503,0.43518,0.12818,-0.05066
0.77026,0.71411,0.45777,0.01554,0.05769,0.17941,0.22889,0.02733,0.15959,0.31592,0.12141,0.31616,0.33875,0.59692,0.27039,0.06775,0.00252,0.19881,0.17603,0.04845,0.11336,0.29187,0.15184,0.03207,0.13489,0.13855,0.39185,0.08118,-0.09704
0.81115,0.7428,0.50354,0.02561,0.07005,0.19511,0.22734,0.02733,0.1778,0.32832,0.11336,0.34118,0.37842,0.65918,0.29541,0.10925,0.03107,0.1983,0.18197,0.02216,0.13693,0.29661,0.14081,0.04263,0.24231,0.19714,0.45899,0.1709,-0.03784
0.75866,0.69336,0.48829,0.01805,0.07159,0.19596,0.2294,0.03498,0.17929,0.3305,0.11992,0.354,0.38025,0.66223,0.29541,0.10864,0.034,0.18181,0.18366,0.02422,0.12947,0.28641,0.14319,0.04664,0.20752,0.15808,0.42236,0.1294,-0.05737
0.75195,0.70068,0.44739,0.00882,0.04841,0.17942,0.21394,0.0266,0.15423,0.30536,0.11754,0.31799,0.33081,0.58899,0.27344,0.07751,0.04072,0.20911,0.16966,0.00206,0.15005,0.2937,0.12052,0.0368,0.19531,0.13611,0.38025,0.13367,-0.11169
0.74524,0.69336,0.4889,0.01889,0.03143,0.23498,0.25569,0.03863,0.14706,0.38261,0.13454,0.25268,0.28015,0.61828,0.31739,-0.02259,0.01427,0.22405,0.23583,0.00722,0.11962,0.36111,0.16169,0.01749,0.17639,0.19714,0.5365,0.20569,-0.06836
0.70373,0.6665,0.36011,0.04492,0.05821,0.16245,0.25465,0.00219,0.08054,0.31956,0.17929,0.3125,0.24719,0.48095,0.31617,-0.05432,0.08143,0.23075,0.13954,0.00773,0.19152,0.28313,0.09367,0.06522,0.25024,0.13184,0.33264,0.14099,-0.1416
0.72265,0.68359,0.45716,0.05708,0.00258,0.15227,0.28043,0.04773,0.1056,0.32904,0.20285,0.46569,0.38269,0.6018,0.38575,0.05066,0.01386,0.20602,0.18621,0.02268,0.12917,0.30572,0.14409,0.02806,0.25452,0.23437,0.50232,0.20752,-0.00976
0.75256,0.70313,0.4773,0.04366,0.06593,0.1527,0.33508,0.08454,0.06921,0.36804,0.16288,0.39062,0.4541,0.67383,0.53223,0.05737,0.00462,0.19779,0.17178,0.04124,0.11127,0.2875,0.14468,0.02514,0.22888,0.2356,0.48279,0.18677,0.00122
0.76904,0.7019,0.45777,0.01008,0.03605,0.20402,0.23095,0.01676,0.16437,0.33852,0.12649,0.3186,0.33325,0.62683,0.29053,0.05981,0.01847,0.21735,0.19299,0.01443,0.13901,0.31956,0.14409,0.02624,0.20264,0.17578,0.45349,0.15869,-0.08178
